devepoch_precision
33.07
41.95
42.01
44.7
57.81
55.86
57.53
62.94
68.84
68.11
62.09
64.44
61.1
61.51
65.3
70.34
57.78
65.15
56.8
66.78
61.27
64.33
62.57
54.19
59.81
57.53
51.24
60.12
72.15
67.29
59.53
74.92
66.53
56.03
66.79
64.48
64.84
68.19
67.34
69.18
64.33
69.52
68.17
76.03
64.95
60.2
65.35
73.73
75.07
73.09
76.64
72.0
69.8
73.22
69.09
78.05
71.81
72.57
53.05
66.64
63.33
64.02
73.89
74.0
75.02
77.1
78.73
79.2
75.11
75.28
68.96
74.65
74.37
76.38
64.71
72.15
74.07
68.63
75.86
79.98
67.52
56.89
69.25
79.07
75.14
69.04
73.22
67.32
72.89
77.13
77.79
71.13
67.6
73.62
75.07
75.9
69.97
76.04
75.32
74.79
80.46
73.94
73.47
76.96
74.73
77.18
71.85
72.19
77.3
79.4
72.6
77.92
80.22
76.25
80.79
63.0
76.87
77.8
67.11
77.92
87.53
89.34
89.32
88.53
88.07
88.26
88.88
87.6
88.19
84.67
86.72
86.48
87.02
88.02
85.07
85.99
84.58
85.31
87.54
87.76
85.6
86.81
87.3
85.8
85.21
86.96
87.2
87.72
87.09
88.0
87.9
87.9
84.65
86.08
84.57
87.33
85.82
87.0
88.0
84.31
91.57
91.15
91.08
91.61
91.46
91.19
91.17
91.32
91.43
91.22
91.49
91.25
91.09
90.91
91.24
91.38
91.1
91.48
91.59
91.12
91.1
91.14
91.35
91.53
91.07
91.29
91.29
90.55
90.98
91.06
90.8
90.9
91.21
90.7
90.66
90.65
91.26
91.26
91.21
91.01
91.27
91.24
91.25
91.19
91.36
91.08
91.24
91.23
91.42
91.32
91.43
91.36
91.33
91.33
91.27
91.44
91.29
91.52
91.5
91.55
91.17
91.24
91.15
91.28
91.34
91.35
91.32
91.24
91.43
91.14
91.29
91.54
91.47
91.31
91.29
91.32
91.15
91.23
91.29
91.25
91.38
91.2
91.36
91.09
90.96
91.02
90.98
90.94
91.09
91.02
91.1
91.16
91.02
91.13
91.08
91.03
91.18
91.04
91.2
91.17
90.94
91.1
91.17
91.08
91.31
90.93
91.05
91.08
91.13
91.17
91.25
91.21
91.17
91.27
91.0
91.2
91.09
91.2
90.92
91.15
91.18
91.21
91.06
91.2
91.08
91.27
91.17
91.16
90.91
90.89
91.06
90.91
90.7
91.11
91.02
91.21
91.09
91.03
90.96
91.19
