trainepoch_precision
35.185
47.2625
54.1225
58.5875
61.3325
62.905
64.76
66.86
68.1325
68.9175
69.54
70.18
70.935
71.5625
71.2925
71.38
71.9575
72.08
71.7425
71.7675
71.7675
72.25
72.35
72.305
72.8925
72.35
72.73
73.175
73.0475
72.8225
73.5825
73.1125
73.2525
73.645
72.98
73.5425
72.53
72.9825
73.205
72.95
73.555
73.2825
73.565
73.415
73.605
73.67
73.3275
73.645
73.515
73.4025
73.7975
73.48
73.415
73.28
73.5725
73.255
73.14
73.0125
72.995
73.3
81.4975
83.06
83.465
83.5775
83.6375
83.29
83.645
83.975
83.8175
84.1475
83.95
84.2925
84.385
84.4675
84.52
84.655
84.5625
85.01
84.9775
84.9875
84.8675
85.245
85.0025
85.28
85.2325
85.4075
85.4725
85.57
85.5225
85.635
85.56
85.4975
85.5
85.81
85.7425
85.9875
85.995
85.7225
86.0875
85.785
85.8775
85.905
86.0825
86.0275
85.9425
86.1025
86.03
86.205
86.095
86.27
86.2925
86.25
86.1375
86.265
86.2325
86.3525
86.3575
86.3125
86.2375
86.3475
86.22
86.2875
86.38
86.235
86.5525
86.3875
86.6325
86.3225
86.58
86.32
86.58
86.605
86.395
86.4625
86.46
86.6975
86.785
86.66
86.8025
86.66
86.6725
86.7325
86.7325
86.7025
86.89
86.795
86.6975
86.7475
86.9125
86.8925
91.83
93.125
93.5475
93.8525
94.2225
94.2425
94.5
94.615
94.5225
94.4925
94.6525
94.6
94.545
94.785
94.655
94.7075
94.565
94.63
94.73
94.5775
94.5425
94.7575
94.5975
94.38
94.535
94.405
94.6475
94.785
94.865
94.64
94.53
94.7525
94.7325
94.7725
94.75
94.6125
94.565
94.815
94.6825
94.8625
94.73
94.7975
94.855
94.89
94.8525
94.8675
94.975
94.7925
95.0325
94.87
94.8275
94.9925
95.0975
95.21
94.91
95.105
94.9625
95.1775
95.035
95.2025
97.8425
98.4825
98.7625
98.86
98.935
99.005
99.0
99.16
99.265
99.2
99.2925
99.235
99.2575
99.3525
99.4325
99.4425
99.4775
99.4725
99.4375
99.485
99.535
99.5975
99.5925
99.5575
99.585
99.64
99.5575
99.56
99.545
99.6375
99.67
99.6325
99.5825
99.5125
99.5825
99.54
99.6325
99.615
99.675
99.6225
99.5975
99.635
99.6725
99.5975
99.58
99.6325
99.565
99.6575
99.6725
99.6025
99.6325
99.5925
99.6675
99.6175
99.7075
99.5625
99.58
99.54
99.5375
99.5325
99.545
99.53
99.5975
99.4775
99.525
99.595
99.5675
99.54
99.49
99.44
99.475
99.605
99.5725
99.63
99.4625
99.5575
99.355
99.3
99.37
99.3825
99.4025
99.465
99.4075
99.3175
99.19
99.395
99.41
99.335
99.2875
99.425
