devepoch_precision
9.27
18.59
22.48
27.8
35.58
38.11
42.2
44.48
44.28
47.33
51.27
49.58
50.43
49.87
50.46
51.41
52.48
50.22
52.03
54.16
54.01
50.74
56.2
53.89
54.87
54.13
56.25
53.72
53.35
54.78
56.17
57.46
54.95
57.16
55.81
56.48
55.38
54.14
54.42
57.72
57.51
55.6
54.2
56.26
55.94
55.11
56.43
52.84
49.65
55.36
56.51
56.62
57.13
58.34
51.35
57.24
56.65
55.49
57.92
55.98
55.29
56.49
53.71
53.04
58.51
52.37
56.22
57.19
57.73
55.8
56.09
54.58
48.32
60.14
56.35
55.3
55.17
55.04
57.33
58.3
55.99
56.06
54.36
59.27
57.25
55.62
57.04
58.09
56.72
55.48
56.09
56.22
59.82
54.55
60.69
57.97
58.41
54.29
56.69
56.25
58.51
55.97
57.03
55.78
59.83
58.08
58.56
58.84
57.72
52.52
56.97
58.23
57.88
56.69
57.4
59.0
57.39
54.9
55.03
58.57
73.15
73.56
73.37
73.66
73.53
73.59
73.89
73.17
73.22
73.16
73.27
73.22
73.62
72.94
72.88
72.22
71.55
70.26
70.44
69.88
68.38
68.19
67.53
67.98
67.61
66.72
66.97
67.8
67.35
68.71
67.29
65.75
67.62
69.23
68.6
67.45
67.35
68.36
67.91
68.15
74.43
74.86
74.77
75.02
75.24
75.36
75.21
75.36
75.25
75.15
75.2
75.52
75.64
75.71
75.41
75.52
75.54
75.59
75.59
75.69
75.61
75.83
75.65
75.86
75.86
76.0
76.03
76.11
76.04
75.93
76.12
76.12
76.12
76.01
76.23
76.1
76.2
76.21
76.15
76.23
76.3
76.23
76.26
76.33
76.22
76.22
76.3
76.23
76.21
76.15
76.33
76.32
76.23
76.33
76.21
76.44
76.3
76.23
76.32
76.25
76.45
76.24
76.41
76.38
76.38
76.44
76.28
76.51
76.39
76.44
76.36
76.42
76.49
76.38
76.32
76.44
76.37
76.39
76.51
76.46
76.36
76.3
76.28
76.51
76.37
76.36
76.43
76.26
76.2
76.46
76.42
76.59
76.45
76.51
76.4
76.38
76.43
76.52
76.43
76.38
76.54
76.41
76.25
76.45
76.38
76.45
76.57
76.45
76.28
76.43
76.52
76.39
76.39
76.56
76.75
76.5
76.26
76.41
76.52
76.43
76.51
76.73
76.52
76.49
76.58
76.49
76.65
76.6
76.44
76.7
76.49
76.62
76.51
76.44
76.46
76.6
76.5
76.58
76.61
76.45
