devepoch_precision
33.54
38.74
29.31
46.08
45.53
31.17
41.47
43.5
42.41
38.73
41.43
45.89
43.44
40.86
33.65
36.36
36.76
32.51
28.2
46.93
29.19
36.88
40.65
29.05
35.53
31.23
34.08
42.92
43.92
36.93
47.34
43.62
46.31
41.72
41.84
41.94
33.71
34.6
25.35
14.84
15.48
22.0
15.54
24.47
21.3
22.74
20.75
19.56
16.05
19.0
9.86
9.78
9.78
10.38
9.89
9.95
9.95
10.07
9.86
9.86
9.86
9.95
9.87
9.78
9.87
9.86
9.87
9.78
10.12
10.12
9.89
9.95
10.07
9.86
9.95
9.87
9.78
9.86
10.07
9.86
9.86
9.86
9.78
9.78
9.86
9.95
9.89
9.95
10.07
10.38
9.86
10.22
10.12
9.89
9.89
9.86
9.87
9.86
9.87
9.78
9.87
10.07
10.22
9.86
9.95
9.87
9.95
9.78
9.86
9.89
10.12
9.87
10.12
9.86
9.86
9.87
9.86
10.22
10.38
9.95
9.78
10.38
9.87
9.86
9.89
10.07
9.87
10.07
9.95
10.22
9.89
10.38
9.86
9.95
9.95
10.07
9.86
10.38
9.89
10.22
9.86
10.12
9.95
9.86
10.12
9.95
9.86
10.22
10.07
9.86
9.89
10.22
9.89
10.22
9.78
10.22
10.12
10.07
10.12
9.87
10.22
10.22
9.86
9.87
10.07
9.86
9.89
9.87
9.86
10.07
9.86
10.07
9.89
9.87
9.95
9.86
9.86
10.22
10.07
9.95
10.07
10.12
10.07
9.86
10.07
9.86
9.78
9.78
9.95
10.38
9.87
9.86
9.86
9.86
9.86
9.89
10.12
9.86
9.78
10.38
10.07
9.78
9.78
10.12
9.86
9.78
9.89
9.89
9.78
9.78
9.78
9.89
10.12
9.78
9.95
9.86
9.87
9.78
9.86
10.22
9.95
9.89
9.95
9.78
9.89
10.38
10.07
9.95
9.87
9.89
9.86
10.38
9.86
9.89
10.12
10.22
10.12
9.86
9.95
9.89
10.12
9.86
9.87
9.78
9.86
10.12
9.87
9.89
9.95
9.95
9.78
9.89
9.86
9.86
9.87
10.07
10.12
9.78
10.07
9.86
9.89
9.86
10.07
9.78
9.89
9.89
9.86
10.07
9.95
9.86
10.22
9.78
9.86
9.86
10.22
9.86
9.86
9.95
9.87
10.22
9.86
9.78
10.22
10.22
9.89
9.78
10.22
9.78
9.78
9.87
9.87
9.86
9.89
9.89
9.95
9.87
9.89
9.86
9.89
10.07
