devepoch_precision
39.08
36.79
45.84
55.93
47.31
58.0
66.75
51.47
53.52
62.52
60.41
66.08
64.85
71.72
66.18
62.14
69.16
71.71
65.05
63.95
56.89
68.4
66.71
71.04
67.35
56.7
71.01
68.17
63.69
65.31
65.31
48.76
61.17
67.08
65.57
66.31
68.87
63.59
65.08
63.57
69.14
71.4
54.84
61.15
67.71
66.87
66.38
67.64
71.69
69.87
69.65
68.47
67.1
64.76
71.5
68.32
51.86
74.15
66.14
72.74
67.87
72.51
58.97
71.75
65.33
71.58
59.88
59.37
62.47
69.36
61.29
64.08
69.08
73.17
72.93
74.09
66.77
70.03
60.33
68.07
62.56
66.52
72.58
72.14
64.95
58.42
67.54
62.04
68.88
63.62
82.28
82.74
81.79
82.25
81.6
82.02
83.28
78.46
79.12
81.82
80.83
83.19
80.63
83.43
81.77
80.86
79.62
83.42
83.6
80.24
81.79
82.06
82.91
81.97
84.12
84.94
83.91
84.45
82.43
83.89
82.94
83.6
77.72
81.07
82.05
81.82
82.75
82.71
81.94
81.37
82.68
83.99
80.53
82.62
82.09
81.34
82.28
80.33
80.59
83.01
80.3
82.31
84.15
81.65
82.4
80.87
80.81
79.62
80.63
81.3
88.95
89.08
89.32
88.7
89.22
88.13
88.09
88.55
88.89
88.2
87.58
88.78
88.59
88.14
88.08
87.86
88.01
88.24
86.44
87.77
86.63
88.51
87.02
85.96
86.49
88.73
87.67
87.96
87.46
88.72
88.08
87.38
87.05
88.64
85.7
87.0
87.76
87.09
88.01
87.02
88.16
86.73
87.33
87.74
87.16
86.86
86.66
87.52
86.0
87.36
87.46
87.04
87.86
87.92
84.77
88.31
84.73
87.15
89.06
88.65
89.98
90.39
90.28
90.43
90.45
90.69
90.62
90.3
90.57
90.5
90.44
90.51
90.47
90.45
90.5
90.41
90.58
90.5
90.38
90.3
90.57
90.53
90.46
89.95
90.4
90.64
90.45
90.24
90.14
90.56
90.25
90.24
90.43
90.58
89.7
90.17
90.57
90.46
90.14
90.77
90.54
89.8
90.25
90.47
90.55
90.1
90.1
89.87
89.77
89.48
89.85
90.09
89.73
90.08
89.29
90.0
90.21
89.74
90.07
89.83
89.99
89.95
89.93
89.95
90.11
89.78
89.9
89.87
89.23
89.56
90.05
89.8
89.49
90.0
89.83
89.53
89.15
90.18
89.07
89.54
89.86
89.56
89.59
89.41
89.81
89.41
89.7
90.03
89.61
90.34
