devepoch_precision
48.59
62.08
59.59
67.04
73.56
74.15
76.43
75.85
78.68
76.55
76.32
79.27
76.16
82.4
80.66
75.81
80.22
82.44
82.55
83.77
78.81
81.11
79.6
81.85
83.64
84.77
77.63
82.32
83.61
84.34
83.05
81.29
80.35
84.28
85.0
77.38
80.23
84.45
83.42
84.33
79.28
85.32
82.56
84.77
80.75
84.98
84.82
84.03
82.51
84.65
83.77
85.0
81.04
83.59
83.81
81.53
82.43
84.27
80.53
80.06
79.22
82.03
84.61
85.94
81.7
82.3
81.08
82.2
85.23
82.49
83.11
79.08
83.01
79.65
81.31
82.86
83.23
82.34
79.53
82.5
83.09
82.18
80.95
85.89
76.91
83.53
83.19
84.29
84.61
86.63
77.48
85.45
80.58
85.47
81.13
83.84
83.2
84.15
80.71
80.77
82.77
83.88
85.38
81.72
83.44
82.82
84.9
83.61
86.56
84.26
84.88
84.96
83.53
87.6
82.55
82.34
79.5
85.77
82.77
85.03
92.16
92.5
92.28
92.82
92.37
92.23
92.61
92.62
91.55
91.85
91.85
91.37
91.89
91.61
91.15
91.54
90.91
90.58
91.41
91.82
90.97
90.32
90.6
91.02
90.58
91.11
91.05
89.97
89.56
89.15
90.81
90.3
89.65
90.17
89.76
91.07
90.73
90.74
90.52
89.65
93.49
93.77
93.9
93.94
93.85
93.91
94.1
93.97
94.05
94.06
94.09
94.17
94.22
93.86
94.19
94.29
94.3
94.23
94.0
94.18
94.09
94.36
94.2
94.22
94.16
94.28
94.39
94.42
94.28
94.27
94.16
94.35
94.25
94.15
94.28
94.19
94.28
94.24
94.25
94.32
94.37
94.39
94.42
94.32
94.32
94.4
94.45
94.35
94.37
94.4
94.33
94.35
94.31
94.38
94.48
94.42
94.27
94.49
94.41
94.35
94.42
94.4
94.42
94.36
94.37
94.34
94.41
94.36
94.53
94.44
94.47
94.41
94.42
94.54
94.6
94.38
94.44
94.56
94.5
94.46
94.56
94.48
94.42
94.48
94.48
94.52
94.47
94.46
94.38
94.53
94.58
94.42
94.42
94.52
94.55
94.39
94.43
94.51
94.51
94.48
94.58
94.37
94.43
94.4
94.49
94.46
94.36
94.39
94.46
94.49
94.41
94.38
94.5
94.59
94.48
94.54
94.46
94.51
94.46
94.44
94.48
94.36
94.36
94.44
94.38
94.45
94.55
94.5
94.48
94.49
94.5
94.48
94.42
94.49
94.52
94.54
94.42
94.47
94.56
94.45
