trainepoch_precision
31.9375
47.38
57.055
63.6575
67.01
70.42
73.76
75.5325
77.325
79.15
80.4975
81.095
82.425
82.7625
83.5325
83.885
84.3925
84.83
85.035
85.0775
85.6625
86.0625
86.5
86.24
86.8775
86.94
87.18
87.1525
87.1725
87.5625
87.6075
87.4775
88.1175
87.8575
88.11
88.0075
88.4425
88.4225
88.6275
88.275
88.5925
88.4875
88.555
88.62
88.8025
88.88
88.9225
89.2175
88.8
88.975
89.235
89.0875
89.41
89.4175
89.335
89.4425
89.41
89.2975
89.165
89.595
89.52
89.685
89.6375
89.575
89.645
89.545
89.8575
89.56
89.5525
89.88
89.9075
89.5125
90.0275
89.8375
89.525
89.9125
89.79
89.95
89.9325
89.7
89.74
90.185
89.9
89.74
90.0075
89.9475
89.8975
89.82
89.8375
90.395
90.055
90.0925
90.065
89.975
90.3775
90.08
90.185
90.1575
90.5325
90.0975
90.065
90.2075
90.23
90.2975
90.1725
90.1625
90.02
90.055
90.19
90.3075
89.9525
90.11
90.1975
89.8825
90.1675
90.225
90.065
90.26
90.0575
90.305
95.455
96.7125
97.21
97.7625
97.92
97.8875
98.1075
98.325
98.025
98.17
98.22
98.175
98.1025
97.8875
98.1325
97.895
97.805
97.7625
97.9025
97.6325
97.785
97.5025
97.6525
97.7675
97.705
97.4925
97.5025
97.4875
97.615
97.5525
97.455
97.615
97.66
97.69
97.36
97.5625
97.5675
97.39
97.32
97.6475
99.3275
99.7225
99.7925
99.8775
99.885
99.88
99.87
99.9275
99.935
99.9075
99.96
99.9275
99.925
99.955
99.93
99.935
99.9525
99.9625
99.97
99.9475
99.9525
99.95
99.965
99.9675
99.9425
99.9175
99.945
99.9075
99.9075
99.9425
99.8675
99.815
99.8875
99.84
99.91
99.92
99.8525
99.865
99.895
99.805
99.95
99.9725
99.9875
99.9825
99.9825
99.9925
99.99
99.9975
99.9825
99.9825
99.995
99.9975
99.985
99.99
99.99
99.99
99.9975
99.9975
99.9925
99.995
99.9925
99.9875
99.9925
99.995
99.9975
99.9975
99.9975
100.0
99.995
100.0
99.995
99.9925
99.995
99.9925
99.995
100.0
99.9975
99.9975
99.9925
99.9975
99.995
100.0
99.9975
99.9975
99.9975
100.0
99.995
99.995
99.995
99.9875
99.99
99.9925
99.9975
99.9875
99.9925
99.99
99.9975
99.9975
99.9925
99.9925
99.99
99.9975
99.99
99.995
100.0
99.9975
99.9975
100.0
99.995
99.9975
100.0
100.0
99.995
100.0
99.995
99.9925
100.0
99.9925
99.995
99.995
100.0
99.9975
99.9975
99.995
99.9975
100.0
99.9975
100.0
99.9975
100.0
99.995
99.99
99.9975
100.0
99.995
99.9875
100.0
99.99
99.9975
100.0
