devepoch_precision
33.38
49.92
55.91
63.23
63.63
63.58
66.24
71.12
69.27
77.34
68.65
72.57
68.0
74.91
62.39
72.08
77.89
82.1
77.32
79.9
81.01
79.11
79.76
82.41
79.49
79.89
81.8
73.27
82.71
72.33
77.99
79.56
83.23
82.73
82.94
82.06
83.1
82.82
84.07
80.18
79.53
79.78
78.64
81.75
79.78
83.06
83.72
82.02
81.73
81.98
82.46
80.63
83.41
83.28
82.08
86.2
82.92
80.45
83.87
86.63
84.93
79.83
82.57
78.7
83.03
83.23
78.47
82.52
82.94
83.61
79.34
80.53
82.93
87.17
84.13
82.2
86.91
86.01
85.87
83.53
85.59
75.9
84.25
80.79
82.54
84.06
83.9
83.45
88.48
82.38
81.65
85.41
76.19
82.95
83.97
84.09
83.61
82.21
86.73
85.93
82.01
82.14
83.39
86.09
81.01
80.66
80.19
86.53
85.64
85.1
85.94
84.29
83.17
77.76
75.09
81.92
83.81
82.21
83.31
82.89
91.67
91.65
91.34
92.18
91.49
91.35
91.46
91.87
90.98
91.98
92.18
90.57
90.32
91.79
90.42
91.02
90.39
91.09
89.63
89.7
90.53
90.85
90.57
90.55
91.29
89.94
90.46
89.72
89.94
90.14
88.56
89.48
89.67
90.43
90.26
90.31
88.34
89.78
90.7
88.88
92.77
93.13
93.04
93.17
93.15
92.94
93.28
93.16
93.25
93.18
93.08
93.2
93.09
93.38
93.22
93.4
93.33
93.4
93.49
93.26
93.38
93.32
93.36
93.17
93.23
93.28
93.22
93.22
92.92
93.19
92.45
93.2
92.99
93.05
93.2
93.14
92.24
92.85
92.92
92.66
93.42
93.12
93.38
93.5
93.46
93.6
93.45
93.46
93.36
93.53
93.56
93.41
93.45
93.5
93.52
93.55
93.4
93.44
93.55
93.5
93.49
93.45
93.45
93.49
93.62
93.44
93.52
93.46
93.37
93.39
93.48
93.39
93.39
93.37
93.6
93.52
93.58
93.58
93.55
93.57
93.4
93.41
93.54
93.46
93.4
93.47
93.37
93.32
93.24
93.28
93.17
93.43
93.28
93.22
93.38
93.31
93.24
93.31
93.4
93.27
93.24
93.35
93.34
93.42
93.43
93.47
93.28
93.4
93.44
93.41
93.49
93.56
93.48
93.54
93.41
93.31
93.36
93.21
93.4
93.2
93.2
93.4
93.31
93.4
93.35
93.35
93.28
93.25
93.36
93.33
93.37
93.35
93.32
93.4
93.23
93.18
93.19
93.26
93.31
93.22
