devepoch_precision
14.66
45.47
61.52
60.32
59.01
56.26
69.6
61.94
77.3
76.16
74.29
67.35
68.06
75.34
82.71
81.18
72.47
76.36
80.13
76.25
59.52
82.19
71.64
68.17
82.75
79.51
77.32
79.37
72.89
77.61
74.62
72.28
83.5
83.57
70.36
82.35
81.11
76.55
83.23
74.55
78.37
81.11
75.87
82.2
81.7
82.51
84.46
82.35
69.91
79.5
77.71
85.13
78.9
78.36
80.24
77.54
71.22
78.6
77.31
83.71
78.05
83.5
80.76
77.84
79.96
82.56
74.12
78.36
80.72
76.06
80.62
79.19
74.36
87.27
80.39
75.52
84.67
83.46
73.62
82.4
82.09
80.69
82.0
78.36
83.66
86.63
79.98
75.66
78.51
79.64
79.84
76.91
80.77
72.24
87.07
75.03
82.08
78.45
81.78
82.47
83.47
81.32
79.37
79.76
83.72
75.23
79.44
83.23
84.14
80.51
74.05
79.79
81.25
86.1
81.87
81.73
80.15
77.04
81.91
78.52
92.36
92.16
92.99
91.7
91.59
91.97
91.71
92.13
91.67
92.09
90.02
91.77
89.43
90.77
90.64
91.36
89.38
87.51
90.16
90.68
90.88
90.48
90.19
89.72
90.18
90.61
89.8
88.78
87.03
87.54
90.69
85.75
89.68
89.16
90.49
88.61
88.59
85.22
85.46
89.84
93.67
93.62
93.73
93.8
93.8
93.77
93.73
93.78
93.74
93.84
93.91
93.86
93.93
93.93
93.93
94.22
93.99
93.93
94.18
93.81
93.97
93.23
93.62
93.67
93.85
93.53
93.12
93.73
93.9
93.44
93.42
93.6
93.36
93.62
93.81
93.75
93.88
93.66
93.08
93.53
93.66
93.79
93.72
93.78
93.81
93.89
93.89
93.77
93.91
93.87
93.96
93.94
94.03
94.04
93.91
93.99
94.07
93.97
94.02
93.87
93.94
93.87
93.94
93.92
93.96
94.0
94.02
94.0
93.93
93.87
94.04
93.97
93.97
93.73
93.97
93.89
93.81
93.94
93.78
93.93
93.97
93.9
93.93
93.79
93.88
93.81
93.89
93.91
93.79
93.88
93.85
93.74
93.99
93.98
94.01
94.03
93.95
93.88
94.05
94.03
94.05
94.02
93.89
93.7
93.96
93.83
93.93
94.01
93.94
93.96
93.97
93.91
93.88
93.88
93.81
93.68
93.8
93.77
93.83
93.88
93.98
93.42
93.48
93.86
93.84
93.9
93.88
93.76
93.48
93.87
93.92
93.81
93.7
93.88
93.82
93.89
93.86
93.79
93.79
93.81
