train_epoch_scores
27.545
41.945
49.48
57.3875
63.905
68.18
71.6275
75.1625
77.6575
79.5675
80.375
81.37
82.23
82.8075
83.5975
84.0275
84.0725
84.7075
84.8775
85.3025
85.7525
85.7625
85.715
86.39
86.135
86.5625
86.82
87.0175
86.9975
87.225
87.28
87.4725
87.335
87.4725
87.7475
87.655
87.6775
87.7475
87.8925
88.065
88.03
88.2325
88.2925
88.03
88.085
88.2575
88.38
88.2575
88.225
88.77
88.6625
88.7375
88.7925
88.49
88.81
88.4975
88.445
88.75
89.04
88.98
88.8275
88.9125
88.72
88.735
88.92
88.8725
89.0025
89.1625
89.13
88.895
89.1025
89.19
88.9925
89.1875
89.015
89.1075
88.8975
89.03
88.905
89.0825
89.025
89.185
89.145
88.97
89.2925
89.0775
89.375
89.285
89.555
89.13
89.49
89.34
89.4
89.4075
88.9775
89.795
89.25
89.3775
89.105
89.38
89.3525
89.52
89.455
89.5575
89.49
89.31
89.3575
89.6375
89.465
89.5025
89.875
89.385
89.3075
89.7825
89.4875
89.445
89.685
89.655
89.36
89.615
94.8175
96.3875
97.0425
97.5025
97.7375
97.745
97.9125
98.1175
98.0225
97.8425
98.1
97.865
97.985
97.7375
97.81
97.8875
97.7025
97.46
97.515
97.585
97.4
97.2475
97.1875
97.2875
97.01
97.315
97.2625
96.93
97.3275
97.465
97.3025
97.5375
97.4925
97.565
97.4175
97.3125
97.295
97.19
97.44
97.4475
99.0125
99.545
99.715
99.7875
99.83
99.8425
99.875
99.89
99.91
99.9125
99.925
99.935
99.9575
99.9525
99.9525
99.97
99.9475
99.955
99.96
99.9575
99.9525
99.9625
99.9525
99.965
99.9775
99.9775
99.9875
99.9725
99.97
99.965
99.9475
99.9825
99.9775
99.99
99.98
99.985
99.9875
99.99
99.9875
99.985
99.9825
99.9825
99.985
99.995
99.985
99.9825
99.9925
99.9925
99.9925
99.9875
99.9975
99.9925
100.0
99.9925
99.9975
99.9975
99.99
100.0
99.9975
99.995
99.9825
99.9875
99.9975
99.9975
99.995
99.9975
99.9975
99.9875
99.9925
99.9875
99.9975
100.0
99.9975
99.995
99.995
99.9975
99.9925
99.9925
100.0
100.0
99.9975
99.9975
99.9975
99.995
99.9975
99.995
99.9975
100.0
99.9975
100.0
100.0
99.9975
100.0
100.0
99.9975
99.995
99.995
99.9975
99.995
100.0
99.9975
100.0
100.0
100.0
99.9975
99.9925
100.0
99.9975
99.9925
99.9925
100.0
99.9925
99.9925
99.9925
99.9975
99.995
99.9975
100.0
99.9975
99.995
100.0
100.0
100.0
99.9925
99.9975
99.9975
100.0
99.9875
100.0
99.995
99.9925
99.9975
100.0
99.9975
99.995
99.9975
100.0
99.9975
99.9975
100.0
