train_epoch_scores
23.9325
32.5775
36.53
39.5575
42.3325
44.765
47.0675
49.6625
51.75
53.885
55.3425
57.1925
58.4075
59.545
60.7125
62.045
63.1175
64.1625
65.05
65.7725
66.8675
67.545
68.215
69.1075
69.59
70.83
71.49
72.17
72.685
73.265
73.7575
74.4
74.745
75.5
76.1925
76.5725
77.18
77.545
77.87
78.2725
78.6875
79.0175
79.525
80.0275
80.6
80.6925
81.2725
81.565
81.885
82.4475
82.38
82.865
82.9525
83.3475
83.805
83.9625
84.265
84.7975
84.7125
85.235
85.4275
85.78
85.9825
86.265
86.2625
86.5675
87.0025
85.8325
74.9375
79.425
81.57
82.76
75.3625
61.4025
74.25
78.725
81.4025
51.5025
45.885
65.3975
72.7425
76.555
36.115
55.85
60.015
63.4675
65.825
49.925
67.99
71.32
73.4475
75.8
75.54
83.805
85.57
86.1825
86.6275
87.2875
87.6675
88.0125
88.06
88.275
88.6275
88.96
88.9375
89.18
89.335
89.5575
90.025
90.0875
90.0775
90.17
90.4225
90.39
90.88
90.8275
