devepoch_precision
28.78
34.35
37.49
40.28
43.88
46.43
48.6
51.68
53.68
54.34
54.66
58.56
58.78
61.35
60.64
63.33
62.76
64.52
62.89
66.03
66.35
68.44
68.24
69.05
67.08
69.77
70.67
69.57
70.74
70.06
71.25
73.69
72.13
71.8
73.72
73.36
73.78
72.41
75.46
75.33
75.11
75.84
76.97
76.06
75.96
74.26
76.45
77.21
77.21
76.52
76.62
78.07
74.39
76.17
76.21
79.2
80.03
77.85
78.5
79.18
78.77
81.05
79.03
78.92
79.32
75.66
79.03
79.03
64.61
61.98
66.65
68.02
54.67
67.86
69.87
75.19
77.69
50.39
56.73
60.64
75.18
75.78
51.91
57.92
62.43
65.76
65.81
62.07
69.79
71.8
73.93
75.6
70.86
82.04
82.5
82.73
82.16
81.82
82.57
81.63
82.86
83.2
81.85
83.12
83.21
82.57
83.54
83.75
82.67
81.92
83.85
82.72
82.67
82.97
83.73
82.48
